source_id,evidence,owner,deadline,confidence,status,rule_score,rules_triggered,recommendation,error_type
M00085,Decision: validate new metrics for the reporting,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00085,Analytics Team will handle the work by 2026-07-12,Analytics Team,2026-07-12,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00086,The client demo should be ready by 2026-06-03; the Data Engineering Team will update project documentation,Data Engineering Team,2026-06-03,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00087,Decision: complete ETL integration for the dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00087,Platform Team will handle the work by 2026-09-02,Platform Team,2026-09-02,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00088,The team agreed to prepare release checklist for the deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00089,The data pipeline should be ready by 2026-05-07; the Operations Team will prepare data quality report,Operations Team,2026-05-07,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00090,We decided that the production deployment must be completed by 2026-04-18,UNKNOWN,2026-04-18,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M00090,The Platform Team will complete security review,Platform Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M00091,The team agreed to verify model outputs for the analytics model,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00092,Decision: complete dashboard testing for the analytics dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00092,Data Engineering Team will handle the work by 2026-08-24,Data Engineering Team,2026-08-24,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00093,The reporting should be ready by 2026-03-06; the Project Team will validate new metrics,Project Team,2026-03-06,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00094,We decided that the deployment must be completed by 2026-03-25,UNKNOWN,2026-03-25,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M00094,The Data Engineering Team will prepare release checklist,Data Engineering Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M00095,We decided that the analytics model must be completed by 2026-09-04,UNKNOWN,2026-09-04,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M00095,The Analytics Team will verify model outputs,Analytics Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M00096,The team agreed to complete API integration for the client platform,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00097,Decision: update project documentation for the client demo,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00097,Documentation Team will handle the work by 2026-02-18,Documentation Team,2026-02-18,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00098,The team agreed to complete API integration for the client platform,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00099,The dashboard should be ready by 2026-09-15; the Documentation Team will complete ETL integration,Documentation Team,2026-09-15,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00100,We decided that the deployment must be completed by 2026-04-21,UNKNOWN,2026-04-21,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M00100,The Documentation Team will prepare release checklist,Documentation Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M00101,The dashboard should be ready by 2026-07-11; the Documentation Team will complete ETL integration,Documentation Team,2026-07-11,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00102,We decided that the analytics model must be completed by 2026-07-01,UNKNOWN,2026-07-01,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M00102,The Migration Team will verify model outputs,Migration Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M00103,The reporting should be ready by 2026-08-19; the Analytics Team will validate new metrics,Analytics Team,2026-08-19,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00104,Decision: prepare release checklist for the deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00104,Security Team will handle the work by 2026-07-19,Security Team,2026-07-19,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00105,Decision: validate new metrics for the reporting,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00105,Platform Team will handle the work by 2026-06-27,Platform Team,2026-06-27,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00106,"The Consulting Team will prepare data quality report, but no deadline has been confirmed yet",Consulting Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner identified | Deadline missing,READY_FOR_HUMAN_APPROVAL,MISSING_DEADLINE
M00107,The team agreed to prepare data quality report for the data pipeline,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00108,Decision: finalize deployment plan for the release,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00108,Consulting Team will handle the work by 2026-05-15,Consulting Team,2026-05-15,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00109,The client demo should be ready by 2026-06-07; the Analytics Team will update project documentation,Analytics Team,2026-06-07,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00110,We decided that the data pipeline must be completed by 2026-05-25,UNKNOWN,2026-05-25,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M00110,The Platform Team will prepare data quality report,Platform Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M00111,"The analytics dashboard should be completed by 2026-04-06, but an owner has not yet been confirmed",UNKNOWN,2026-04-06,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M00112,Decision: prepare release checklist for the deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00112,Operations Team will handle the work by 2026-05-21,Operations Team,2026-05-21,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00113,We decided that the analytics dashboard must be completed by 2026-04-10,UNKNOWN,2026-04-10,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M00113,The Consulting Team will complete dashboard testing,Consulting Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M00114,The team agreed to prepare release checklist for the deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00115,Decision: prepare release checklist for the deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00115,Consulting Team will handle the work by 2026-03-11,Consulting Team,2026-03-11,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00116,Decision: finalize deployment plan for the release,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00116,QA Team will handle the work by 2026-02-02,QA Team,2026-02-02,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00117,Decision: complete ETL integration for the dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00117,Consulting Team will handle the work by 2026-01-07,Consulting Team,2026-01-07,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00118,Decision: complete ETL integration for the dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00118,Analytics Team will handle the work by 2026-07-18,Analytics Team,2026-07-18,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00119,Decision: complete security review for the production deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00119,Project Team will handle the work by 2026-05-04,Project Team,2026-05-04,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00120,We decided that the reporting must be completed by 2026-09-15,UNKNOWN,2026-09-15,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M00120,The Analytics Team will validate new metrics,Analytics Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M00121,We decided that the client platform must be completed by 2026-06-08,UNKNOWN,2026-06-08,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M00121,The Security Team will complete API integration,Security Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M00122,The team agreed to complete API integration for the client platform,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00123,The data pipeline should be ready by 2026-07-29; the Platform Team will prepare data quality report,Platform Team,2026-07-29,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00124,Decision: verify model outputs for the analytics model,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00124,QA Team will handle the work by 2026-03-28,QA Team,2026-03-28,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00125,We decided that the production deployment must be completed by 2026-07-08,UNKNOWN,2026-07-08,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M00125,The QA Team will complete security review,QA Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M00126,The deployment should be ready by 2026-03-03; the Platform Team will prepare release checklist,Platform Team,2026-03-03,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00127,The deployment should be ready by 2026-03-27; the Consulting Team will prepare release checklist,Consulting Team,2026-03-27,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00128,The analytics model should be ready by 2026-01-27; the Documentation Team will verify model outputs,Documentation Team,2026-01-27,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M00129,We decided that the analytics dashboard must be completed by 2026-02-05,UNKNOWN,2026-02-05,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M00129,The Security Team will complete dashboard testing,Security Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M00130,Decision: prepare release checklist for the deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M00130,Documentation Team will handle the work by 2026-02-05,Documentation Team,2026-02-05,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
